host_id,listing_count,listing_share,cumulative_share,host_pct
448368781,2,0.000191,0.15792,0.051842
540087,2,0.000191,0.158111,0.051951
23609488,2,0.000191,0.158302,0.05206
4684764,2,0.000191,0.158492,0.052168
456972506,2,0.000191,0.158683,0.052277
457049780,2,0.000191,0.158874,0.052386
20358179,2,0.000191,0.159065,0.052494
462327192,2,0.000191,0.159256,0.052603
463995391,2,0.000191,0.159447,0.052712
464101068,2,0.000191,0.159637,0.05282
477160407,2,0.000191,0.159828,0.052929
21681343,2,0.000191,0.160019,0.053038
483286831,2,0.000191,0.16021,0.053146
3430146,2,0.000191,0.160401,0.053255
34516326,2,0.000191,0.160592,0.053364
2737834,2,0.000191,0.160782,0.053472
492232175,2,0.000191,0.160973,0.053581
19842964,2,0.000191,0.161164,0.05369
495150929,2,0.000191,0.161355,0.053799
9048125,2,0.000191,0.161546,0.053907
499977977,2,0.000191,0.161737,0.054016
1899420,2,0.000191,0.161927,0.054125
19228755,2,0.000191,0.162118,0.054233
510741608,2,0.000191,0.162309,0.054342
512713602,2,0.000191,0.1625,0.054451
515140022,2,0.000191,0.162691,0.054559
517022971,2,0.000191,0.162882,0.054668
517505198,2,0.000191,0.163073,0.054777
10156487,2,0.000191,0.163263,0.054885
1318983,2,0.000191,0.163454,0.054994
528049242,2,0.000191,0.163645,0.055103
528387004,2,0.000191,0.163836,0.055211
529916341,2,0.000191,0.164027,0.05532
530696805,2,0.000191,0.164218,0.055429
4147304,2,0.000191,0.164408,0.055537
533297776,2,0.000191,0.164599,0.055646
533813955,2,0.000191,0.16479,0.055755
534803798,2,0.000191,0.164981,0.055863
536111625,2,0.000191,0.165172,0.055972
2794984,2,0.000191,0.165363,0.056081
23152569,2,0.000191,0.165553,0.05619
9596031,2,0.000191,0.165744,0.056298
3498674,2,0.000191,0.165935,0.056407
34202519,2,0.000191,0.166126,0.056516
18747510,2,0.000191,0.166317,0.056624
551883998,2,0.000191,0.166508,0.056733
23667032,2,0.000191,0.166698,0.056842
552008534,2,0.000191,0.166889,0.05695
18081564,2,0.000191,0.16708,0.057059
556401137,2,0.000191,0.167271,0.057168
28011109,2,0.000191,0.167462,0.057276
557958396,2,0.000191,0.167653,0.057385
4761847,2,0.000191,0.167844,0.057494
18787526,2,0.000191,0.168034,0.057602
3529778,2,0.000191,0.168225,0.057711
19885989,2,0.000191,0.168416,0.05782
8321212,2,0.000191,0.168607,0.057928
9641407,2,0.000191,0.168798,0.058037
563201403,2,0.000191,0.168989,0.058146
6664360,2,0.000191,0.169179,0.058255
566674150,2,0.000191,0.16937,0.058363
38111102,2,0.000191,0.169561,0.058472
32420023,2,0.000191,0.169752,0.058581
575172686,2,0.000191,0.169943,0.058689
5557804,2,0.000191,0.170134,0.058798
577497011,2,0.000191,0.170324,0.058907
36232679,2,0.000191,0.170515,0.059015
856540,2,0.000191,0.170706,0.059124
25422214,2,0.000191,0.170897,0.059233
13213532,2,0.000191,0.171088,0.059341
589590646,2,0.000191,0.171279,0.05945
23702951,2,0.000191,0.171469,0.059559
594303102,2,0.000191,0.17166,0.059667
24940666,2,0.000191,0.171851,0.059776
18184896,2,0.000191,0.172042,0.059885
665458833,2,0.000191,0.172233,0.059993
665683331,2,0.000191,0.172424,0.060102
666326299,2,0.000191,0.172615,0.060211
7727479,2,0.000191,0.172805,0.06032
8449480,2,0.000191,0.172996,0.060428
676042560,2,0.000191,0.173187,0.060537
5606597,2,0.000191,0.173378,0.060646
679802597,2,0.000191,0.173569,0.060754
684603763,2,0.000191,0.17376,0.060863
3607736,2,0.000191,0.17395,0.060972
7736063,2,0.000191,0.174141,0.06108
21845977,2,0.000191,0.174332,0.061189
29591818,2,0.000191,0.174523,0.061298
13274593,2,0.000191,0.174714,0.061406
25457220,2,0.000191,0.174905,0.061515
36868182,2,0.000191,0.175095,0.061624
15959131,2,0.000191,0.175286,0.061732
24963753,2,0.000191,0.175477,0.061841
4906957,2,0.000191,0.175668,0.06195
703650300,2,0.000191,0.175859,0.062058
2954547,2,0.000191,0.17605,0.062167
704386114,2,0.000191,0.17624,0.062276
10372922,2,0.000191,0.176431,0.062385
709608136,2,0.000191,0.176622,0.062493
59484,2,0.000191,0.176813,0.062602
2956215,2,0.000191,0.177004,0.062711
522727959,2,0.000191,0.177195,0.062819
2290546,1,9.5e-05,0.17729,0.062928
2296442,1,9.5e-05,0.177385,0.063037
2297302,1,9.5e-05,0.177481,0.063145
2302855,1,9.5e-05,0.177576,0.063254
2309485,1,9.5e-05,0.177672,0.063363
2309801,1,9.5e-05,0.177767,0.063471
2310302,1,9.5e-05,0.177863,0.06358
2310949,1,9.5e-05,0.177958,0.063689
2311301,1,9.5e-05,0.178053,0.063797
